Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Visite guidée - Rando : Au sommet des Barres de Cuers - Journée,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.237864,6.0731910000000005,"Office de tourisme Intercommunal Cuers, Collobrières, Pierrefeu du Var, La Londe les Maures Place de la Convention",83390#Cuers,,True,True,"Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu","Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme",2021-04-12,#+33 4 94 01 53 10#bienvenue@mpmtourisme.com#https://www.mpmtourisme.com/,,"Grand randonneur ou marcheur occasionnel, arpentez les sentiers de notre territoire à la découverte d’une nature préservée et de panoramas à couper le souffle.",https://data.datatourisme.gouv.fr/13/11fc9dff-ca83-3401-9bf1-9e8c67f83468
Visite guidée - Rando : Au sommet des Barres de Cuers - Demi-journée,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.237864,6.0731910000000005,"Office de tourisme Intercommunal Cuers, Collobrières, Pierrefeu du Var, La Londe les Maures Place de la Convention",83390#Cuers,,True,True,"Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu","Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme",2021-04-12,#+33 4 94 01 53 10#bienvenue@mpmtourisme.com#https://www.mpmtourisme.com/,,"Grand randonneur ou marcheur occasionnel, arpentez les sentiers de notre territoire à la découverte d’une nature préservée et de panoramas à couper le souffle.",https://data.datatourisme.gouv.fr/13/88f1bfc6-bd7b-3b02-9114-dde213483a7a
Cycles Sport 21,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.787029,7.492875,13 route de Sospel,06500#Menton,,True,True,"Office de Tourisme Menton, Riviera & Merveilles",Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-16,#+33 4 93 86 69 51#sport21cycles@gmail.com#,,"Sport 21 Cycle, votre spécialiste cycle dans les Alpes Maritimes depuis plus de 10ans : Locations et réparations, vente de vélos neufs et d'occasion.",https://data.datatourisme.gouv.fr/13/522b79fa-2f3e-3cdd-9aec-00afa9ec6f3b
Salle Polyvalente de Sannes,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.757479,5.490721,Mairie de Sannes,84240#Sannes,,True,True,Luberon Sud Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-11-12,#+33 4 90 77 62 29#mairie.sannes@wanadoo.fr#,,"Pour vos réunions, conférences, pensez à la salle polyvalente de Sannes. Entièrement refaite à neuve, elle dispose d'un grand espace avec chaises, tables, rétroprojecteurs, etc.",https://data.datatourisme.gouv.fr/13/8b805ee9-1668-3fd5-975d-9132a2b67a21
Clarée 2 roues,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.943117,6.680602,Le Rosier 4 Impasse du michelan,05100#Val-des-Prés,,True,True,Office de tourisme des Hautes Vallées - La Grave - La Clarée - L'Izoard,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-06,#+33 6 12 46 22 35#claree2roues@orange.fr#https://www.claree2roues.com/,,LOCATION - ENTRETIEN - VENTE - ÉLECTRIFICATION - ENCADREMENT,https://data.datatourisme.gouv.fr/13/c85d698b-13c4-38ea-88aa-51442147bb3c
Bandol Plongée / Formations,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.132564,5.752168,Allée Alfred Vivien quai de la Consigne n°7,83150#Bandol,,True,True,Office de tourisme de Bandol,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-27,#+33 6 07 45 27 81#contact@bandol-plongee.com#http://www.bandol-plongee.com/,,"Ecole Française de Plongée / PADI. Centre Agréé Jeunesse et Sports Baptêmes, Explorations, Brevets. 
Baptême d'initiation plongée. Cours de préparation et délivrance des différents niveaux de plongée.",https://data.datatourisme.gouv.fr/13/dea3f012-2a81-3616-bafe-01c82a51eefd
Bandol Plongée / Explorations,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.132564,5.752168,Allée Alfred Vivien quai de la Consigne n°7,83150#Bandol,,True,True,Office de tourisme de Bandol,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-27,#+33 6 07 45 27 81#contact@bandol-plongee.com#http://www.bandol-plongee.com/,,"Ecole Française de Plongée / PADI. Centre Agréé Jeunesse et Sports Baptêmes, Explorations, Brevets. 
Baptême d'initiation plongée.",https://data.datatourisme.gouv.fr/13/5475f360-546d-376a-a9cd-ff7d897984ee
Palais des Congrès Neptune,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#BusinessPlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ConventionCentre|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.119788,5.935589,Place de Besagne CS41201,83070#Toulon,,True,True,Office de Tourisme Provence Méditerranée,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-27,#+33 4 98 00 83 83#toulon@congresneptune.com#https://toulon-congres-neptune.com/,,"Au cœur de Toulon, à 10mn de la gare TGV et à 30mn de l'aéroport de Toulon-Hyères, le Palais des Congrès Neptune accueille de multiples formats de rencontres professionnelles et événementielles.",https://data.datatourisme.gouv.fr/13/35db74d9-d3ed-3dd2-9e93-aed28b10394f
Incentive Jet,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.037725,6.151651,Base Nautique du Domaine de la Mer Boulevard Alsace Lorraine Giens,83400#Hyères,,True,True,Office de Tourisme Provence Méditerranée,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-08-04,#+33 6 26 24 44 51#incentive83@gmail.com#http://www.incentive-jet.com/,,"Base nautique sur la plage de la Badine
Location de Jet ski, kayak, wakeboard, wakesurf, paddle, bateau...
Parachute ascensionnel, balades en bateau, bouée tractée, ski nautique, wakeboard, Flyboard
Pour enfants, adolescents, adultes, familles.",https://data.datatourisme.gouv.fr/13/51dbb74b-eb8c-3f07-ac08-287ddd8f1161
Aéroport International Toulon Hyères,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#BusinessPlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ConventionCentre|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.093381,6.15908,Le Port Boulevard de la Marine,83400#Hyères,,True,True,Office de Tourisme Provence Méditerranée,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-08,#+33 4 94 00 83 83#sjabet@hyeres-tourisme.com#https://www.toulon-hyeres.aeroport.fr/,,"Situé face à la mer, à 50 mètres de la plage et à proximité du port d’Hyères, l’aéroport international Toulon-Hyères est la porte d’entrée du territoire, idéal pour accueillir vos rencontres.",https://data.datatourisme.gouv.fr/13/5c8b1b60-cb71-3995-aeb7-3070cb6389e3
"Rando Le loup, retour dans le Var",https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.461596,6.84582,Parking du col des Lentisques,83700#Saint-Raphaël,,True,True,Office de tourisme de Saint-Raphaël,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-01,#+33 6 71 20 99 03#randoterresdazur@orange.fr#http://www.randoterresdazur.fr/,,"Le loup est l'animal symbole du monde sauvage.
Revenu en France par le Mercantour, je vous propose de m'accompagner le temps d'une balade pour évoquer cet animal mystérieux et souvent méconnu.",https://data.datatourisme.gouv.fr/13/0234fa71-046a-39dc-b356-8eb46bf7d7e9
Visites nocturnes - Les Noctambules d'Avignon,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.950588,4.8069690000000005,Divers lieux,84000#Avignon,,True,True,Office de Tourisme Avignon Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-17,#+33 6 14 23 41 31#info@lesnoctambulesdavignon.com#http://www.lesnoctambulesdavignon.com/,,"Visites nocturnes en 4 circuits dès la tombée de la nuit, lorsque les rues défilent leurs atmosphères particulières. 
Une invitation à découvrir Avignon, ville du Moyen Age, capitale de la chrétienté au XIVe siècle de manière originale.",https://data.datatourisme.gouv.fr/13/9f3887d8-dbb6-305d-af26-d73009e83964
Autour du Palais par les Noctambules,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.950058,4.807752,Départ : place de l'Amirande,84000#Avignon,,True,True,Office de Tourisme Avignon Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-05-14,#+33 6 14 23 41 31#info@lesnoctambulesdavignon.com#http://www.lesnoctambulesdavignon.com/,,"Cette visite propose de découvrir les 2500 ans de la ville en tournant autour de son monument le plus emblématique, le Palais des Papes.",https://data.datatourisme.gouv.fr/13/e038c901-ee35-3631-8da3-22ba215527a3
"Camping Paradis, visite des décors de la série",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.328275,5.0568480000000005,La Couronne Chemin de la batterie Après le camping L'Arquet - Côte Bleue Lieu de tournage de la série Camping Paradis,13500#Martigues,,True,True,Office de Tourisme de Martigues,Provence Tourisme / Office de Tourisme de Martigues,2021-08-17,#+33 4 42 42 31 10#info@martigues-tourisme.com#,,Visite guidée par un agent de l'Office de Tourisme des lieux de tournage de la célèbre série télévisée Camping Paradis (hors période de tournage).,https://data.datatourisme.gouv.fr/58/cfeb4adb-b2e9-3e9e-af60-07138fdd1a24
L'ELS - Location de vélo,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.930326,6.682238000000001,Montgenèvre 1400,05100#Montgenèvre,,True,True,Office de Tourisme de Montgenèvre,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-05-10,#+33 6 07 31 94 91#escaleludosportive@gmail.com#https://www.lescale-ludo-sportive.com/,,"Location de vélos sur la plaine des Alberts.
VTT classiques suspendus, idéal pour les ballades en famille.
Vélos électriques sur réservation.
Formule à la journée ou à la demi-journée à petits prix.
Prenez du plaisir et le temps de vous baladez !",https://data.datatourisme.gouv.fr/13/3d6c8d26-bfd5-3c9c-9aff-1707a0c7c3bc
Hôtel le Pradet - Espace de réception,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,44.140196,4.984925,183 route de Vaison,84190#Vacqueyras,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-08-21,#+33 4 90 65 81 00#hotellepradet@yahoo.com#https://www.hotel-le-pradet.fr/,,"Nous mettons à votre disposition une salle de séminaire pour vos journées d’étude, vos séminaires, vos team building ou encore vos comités d’entreprise. Contactez-nous pour une prestation personnalisée afin de satisfaire au mieux vos attentes.",https://data.datatourisme.gouv.fr/13/ab68a1d6-7593-3130-a095-30405ea62637
Calèche - Les Ecuries des Ecrins,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.643345000000004,6.196638,Les Combes Chemin de la Droit,05260#Saint-Léger-les-Mélèzes,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-12-17,#+33 6 82 18 59 70#lesecuriesdesecrins@orange.fr#http://www.lesecuriesdesecrins.com/,,Tour du village (20-30 minutes) en calèche. La calèche peut accueillir 4 adultes ou 6 enfants maximum.,https://data.datatourisme.gouv.fr/13/f167c690-2fa4-37f1-8da0-3284e63eac44
"Visite audioguidée ""Le Maître à Mougins""",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.600912,6.994342999999999,39 Place des Patriotes Office de Tourisme de Mougins,06250#Mougins,,True,True,Office de tourisme de Mougins,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-21,#+33 4 92 92 14 00#tourisme@villedemougins.com#http://www.mouginstourisme.com/,,A la rencontre de l'artiste...,https://data.datatourisme.gouv.fr/13/e81cdf70-3a8b-3442-b805-17ff59838a52
Le Trésor de Mougins,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.600912,6.994342999999999,39 Place des Patriotes Office de Tourisme de Mougins,06250#Mougins,,True,True,Office de tourisme de Mougins,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-07-01,#+33 4 92 92 14 00#tourisme@villedemougins.com#http://www.mouginstourisme.com/,,Découverte en famille ou entre amis...,https://data.datatourisme.gouv.fr/13/985f440c-47d2-3ddf-b1b9-d829406e3692
